,Clean_text,Views_per_day
426,"['video', 'company', 'wrath', 'pakistanis', 'insult', 'prophet', 'muhammad']",3296.0
427,"['conflict', 'tank', 'kilometre', 'kyiv']",8789.0
428,"['canada', 'student', 'shot', 'toronto', 'indian', 'govt', 'pledge', 'support', 'family']",13183.0
429,"['spice', 'girls', 'hit', 'wannabe', 'makeover']",437.0
430,"['asia', 'russiaukraine', 'war']",8722.0
431,"['china', 'nato']",2181.0
432,"['india', 'company']",1090.0
433,"['week', 'office', 'joe', 'biden', 'warning', 'beijing']",2175.0
434,"['britain', 'grooming', 'gang']",435.0
435,"['israeli', 'official', 'alien']",2175.0
436,"['bed', 'tokyo', 'olympics']",2370.0
437,"['russia', 'satellite', 'cloud', 'space', 'junk']",3733.0
438,"['taliban', 'deploy', 'suicide', 'squad', 'china', 'border']",5200.0
439,"['sweden', 'quran', 'easter', 'weekend']",12983.0
440,"['day', 'fighting', 'russia', 'ceasefire', 'aid', 'evacuation']",8633.0
441,"['membership', 'ukraine']",8622.0
442,"['wuhan', 'coronavirus', 'china', 'incubator', 'business']",1071.0
443,"['standoff', 'india', 'china', 'naku', 'pass']",1068.0
444,"['donald', 'trump', 'return', 'ohio']",2330.0
445,"['gupta', 'brother', 'dubai']",55000.0
446,"['taliban', 'body', 'crane', 'afghanistan', 'kidnapper']",3200.0
447,"['russia', 'landing', 'odessa']",8522.0
448,"['how', 'america', 'benefit', 'war']",2833.0
449,"['ukraine', 'invasion', 'day', 'ukraine', 'leak', 'chernobyl', 'imminent']",8500.0
450,"['freedom', 'convoy', 'protests', 'trudeau', 'upset', 'hindus']",6375.0
451,"['coronavirus', 'disease', 'china']",1060.0
452,"['pakistan', 'ayaz', 'sadiq', 'truth', 'commander', 'abhinandan', 'varthaman', 'release']",2117.0
453,"['ukraine', 'direct', 'putin', 'hint', 'response', 'nato', 'attack']",6342.0
454,"['pak', 'cafe', 'owner', 'manager']",2114.0
455,"['china', 'debt', 'bomb']",3162.0
456,"['trump', 'beijing', 'paper', 'bill', 'china']",1054.0
457,"['saudi', 'arabia']",8433.0
458,"['putin', 'war', 'era', 'power', 'politics']",8422.0
459,"['invasion', 'ukraine']",8422.0
460,"['putin', 'france', 'macron', 'putin', 'ukraine', 'worst']",8411.0
461,"['americans', 'india', 'wuhan', 'coronavirus']",1051.0
462,"['story', 'bomb', 'hit', 'isis', 'cave']",419.0
463,"['russia', 'label', 'journalist', 'sex', 'object', 'putin']",3146.0
464,"['india', 'missile', 'pakistan', 'seek', 'joint', 'probe']",8367.0
465,"['china', 'xinjiang']",2089.0
466,"['jinping', 'overplays', 'hand', 'india', 'standoff', 'grip', 'power', 'home']",2086.0
467,"['china', 'information', 'war']",1042.0
468,"['european', 'union', 'sanction', 'russia', 'oil']",25000.0
469,"['company', 'russian', 'gas', 'rouble']",24933.0
470,"['china', 'coronavirus', 'outbreak', 'covid']",1038.0
471,"['threatens', 'india', 'muslim', 'nation', 'silent']",53357.0
472,"['wuhan', 'coronavirus', 'blood', 'group']",1033.0
473,"['china', 'million', 'maldives', 'india', 'step', 'help']",2067.0
474,"['how', 'vladimir', 'putin']",8267.0
475,"['covid', 'fruit', 'china', 'supermarket']",4960.0
476,"['china', 'tibetan', 'structure']",4953.0
477,"['wang', 'india']",12367.0
478,"['wuhan', 'virus']",4947.0
479,"['greta', 'thunberg', 'activist', 'imposter']",1029.0
480,"['food', 'crisis', 'sri', 'lanka', 'debt', 'mount']",2741.0
481,"['wuhan', 'lab', 'database', 'virus', 'sample', 'offline']",2050.0
482,"['embassy', 'meltdown', 'report']",4094.0
483,"['russia', 'sanction', 'west', 'invasion', 'ukraine']",8178.0
484,"['activist', 'rip', 'nato', 'leadership']",8156.0
485,"['president', 'president', 'putin', 'tension', 'finland', 'nato', 'bid']",24367.0
486,"['wuhan', 'coronavirus', 'new', 'china', 'pay']",1014.0
487,"['global', 'summit', 'decoding', 'china', 'wall', 'debt', 'economic', 'distancing', 'session', 'one']",2028.0
488,"['business', 'body', 'positivity']",2028.0
489,"['nuclear', 'war', 'threat', 'people', 'potassium', 'iodide']",8056.0
490,"['ukraine', 'russia', 'crisis', 'putin', 'message', 'nato']",6025.0
491,"['russia', 'delivery', 'china']",1997.0
492,"['hungary', 'gas', 'ruble', 'energy', 'crisis', 'europe']",11917.0
493,"['saudi', 'arabia', 'pakistan', 'billion']",1983.0
494,"['central', 'asia', 'new', 'global', 'turf', 'war']",4733.0
495,"['hong', 'kong', 'container', 'body']",7878.0
496,"['did', 'putin', 'assassination', 'attempt']",33762.0
497,"['sweden', 'riots', 'hundreds', 'protest', 'activity']",1961.0
498,"['end', 'date']",981.0
499,"['jinping', 'covid', 'probe']",979.0
500,"['moment', 'boeing']",7822.0
501,"['russians', 'delegation', 'hold', 'talk', 'belarus', 'international', 'headlines']",7800.0
502,"['commission', 'sanction', 'india']",23367.0
503,"['russia', 'fighter', 'ukraine', 'russiaukraine', 'conflict']",7767.0
504,"['warplane', 'taiwan', 'defence', 'zone', 'taiwan', 'airspace', 'wiion']",1939.0
505,"['brazil', 'president', 'covid', 'biological', 'warfare']",1939.0
506,"['conflict', 'area', 'kyiv', 'report', 'massive', 'missile', 'strike']",7756.0
507,"['war', 'crime', 'syria', 'civilian']",3319.0
508,"['zelensky', 'nato', 'zone']",7744.0
509,"['nirmala', 'sitharaman', 'union', 'budget', 'indian', 'budget', 'business']",1936.0
510,"['china', 'holy', 'book', 'bible', 'quran']",968.0
511,"['nato', 'membership', 'president', 'volodymyr', 'zelensky']",7733.0
512,"['pak', 'use', 'jet', 'india']",644.0
513,"['boris', 'johnson', 'vroom', 'brah', 'brah']",3856.0
514,"['china', 'debt', 'trap', 'karachi', 'port']",2888.0
515,"['cds', 'gen', 'bipin', 'rawat', 'crash', 'body', 'breaking']",3850.0
516,"['pilot', 'america']",4613.0
517,"['mercenaries', 'zelensky']",7656.0
518,"['conflict', 'force', 'kyiv', 'zelensky']",7656.0
519,"['russia', 'footage', 'novotroitske', 'village', 'convoy', 'vehicle']",7633.0
520,"['putin', 'silence', 'food', 'crisis', 'west', 'food', 'crisis']",49071.0
521,"['sergei', 'lavrov', 'india', 'visit', 'minister', 'sergei', 'lavrov', 'eam', 'jaishankar']",11450.0
522,"['russia', 'ukraine', 'europe', 'syria', 'will', 'mercenaries', 'zelensky']",7633.0
523,"['jinping', 'file', 'china']",3811.0
524,"['spain', 'return', 'test', 'kit', 'china', 'spain', 'coronavirus']",951.0
525,"['scientist', 'virus', 'study']",1903.0
526,"['new', 'wuhan', 'virus', 'variant', 'india']",1900.0
527,"['china', 'country']",1900.0
528,"['china', 'thousand', 'troop', 'india', 'border']",2073.0
529,"['conflict', 'troop', 'ukraine', 'kharkiv', 'city']",7589.0
530,"['china', 'people']",7589.0
531,"['heavy', 'bombing', 'kyiv', 'ukraine', 'missile', 'invasion']",7578.0
532,"['india', 'example', 'vaccine', 'maitri']",1894.0
533,"['car', 'gun', 'kyiv', 'shop', 'ukrainians', 'edge']",7567.0
534,"['nato', 'eastern', 'flank', 'defence', 'troop', 'romania', 'invasion']",7556.0
535,"['germany', 'next', 'china', 'trap']",1886.0
536,"['ukraine', 'direct', 'indians', 'ukraine', 'students']",5650.0
537,"['pakistan', 'cash', 'month']",32286.0
538,"['baby', 'dinosaur']",3761.0
539,"['day', 'ukraine', 'war', 'russiaukraine', 'conflict']",7511.0
540,"['taliban', 'afghan', 'commandos']",2048.0
541,"['exodus', 'north', 'korea']",1878.0
542,"['outcry', 'pak', 'foreign', 'minister', 'qureshi', 'insult', 'saudi', 'envoy']",4500.0
543,"['president', 'vladimir', 'putin', 'ready', 'negotiation', 'kyiv']",7489.0
544,"['missile', 'system', 'poland', 'threat', 'area']",7489.0
545,"['joe', 'biden', 'mission', 'oil', 'price']",7456.0
546,"['donald', 'trump', 'who', 'bias', 'china', 'funding']",931.0
547,"['nato', 'movement', 'force', 'ukraine', 'conflict']",5583.0
548,"['does', 'vladimir', 'putin', 'parkinson']",1858.0
549,"['afghanistan', 'show', 'taliban', 'force', 'kabul']",3181.0
550,"['imran', 'khan', 'record', 'twitter']",11117.0
551,"['shoes', 'blood', 'sole']",1853.0
552,"['sweden', 'woman', 'prime', 'minister', 'hour', 'office']",3706.0
553,"['india', 'dialogue']",11100.0
554,"['republicans', 'democrats', 'law', 'china']",3694.0
555,"['crisis', 'india']",1844.0
556,"['chinese', 'practice', 'taiwan']",22200.0
557,"['indonesia', 'export', 'oil']",22100.0
558,"['hamas', 'israel', 'killing', 'palestinians']",11000.0
559,"['sri', 'lanka', 'crisis', 'exam', 'paper', 'embassy']",7333.0
560,"['putin', 'west', 'zone', 'ukraine', 'invasion']",7333.0
561,"['tajikistan', 'ashraf', 'ghani', 'flight', 'land', 'ghani', 'oman']",2197.0
562,"['situation', 'india', 'pakistan', 'trump', 'pulwama', 'attack']",610.0
563,"['coronavirus', 'company', 'china', 'india']",915.0
564,"['conflict', 'nato', 'response', 'force', 'russia']",7311.0
565,"['orders', 'foreign', 'students']",1828.0
566,"['trump', 'threat', 'india', 'president', 'term']",914.0
567,"['pakistanis', 'saudi', 'oil', 'tap']",1819.0
568,"['president', 'ashraf', 'ghani', 'afghanistan', 'taliban', 'control', 'kabul']",2183.0
569,"['china', 'war', 'taiwan', 'china', 'gray', 'zone', 'warfare']",3119.0
570,"['jinping', 'genocide', 'uighurs']",3639.0
571,"['india', 'china', 'trade']",1814.0
572,"['russia', 'nuclear', 'deterrence', 'force', 'alert', 'invasion', 'ukraine']",7233.0
573,"['europe', 'energy', 'supply', 'russia']",7222.0
574,"['official', 'kyiv', 'seige']",7211.0
575,"['wuhan', 'death', 'toll', 'coronavirus', 'outbreak']",901.0
576,"['will', 'rich', 'countries', 'pandemic']",4327.0
577,"['samoa', 'leader', 'cancel', 'chinabacked', 'port']",1800.0
578,"['behaviour', 'police']",1794.0
579,"['france', 'germany', 'arm', 'embargo', 'weapons', 'russia', 'embargo', 'arm', 'shipment']",10750.0
580,"['conflict', 'gaza', 'death', 'toll', 'israelis', 'hamas']",1789.0
581,['metaverse'],4293.0
582,['pandemic'],1783.0
583,"['president', 'biden', 'house', 'delaware', 'plane', 'breach', 'air', 'space']",45857.0
584,"['nature', 'touch', 'india', 'coronavirus', 'lockdown']",892.0
585,"['china', 'power', 'grab']",890.0
586,"['entrepreneur', 'billion', 'invention']",4260.0
587,"['taliban', 'control', 'majority', 'area', 'afghanistan', 'kabul', 'updates']",2127.0
588,"['antichina', 'sentiment', 'galwan', 'provocation']",885.0
589,"['capital', 'kyiv', 'fortress', 'family', 'troop', 'invasion', 'ukraine']",7078.0
590,"['islamic', 'state', 'china', 'hit', 'list']",2654.0
591,"['china', 'country']",3033.0
592,"['tensions', 'korean', 'peninsula', 'north', 'korea', 'rocket', 'launcher']",7056.0
593,"['urge', 'people', 'resistance', 'russia', 'column', 'kyiv']",7056.0
594,"['youtube', 'big', 'win', 'reportage']",10567.0
595,"['effect', 'lockdown', 'earth', 'ozone', 'layer', 'global', 'lockdown']",879.0
596,"['riots', 'sweden']",10550.0
597,"['china', 'flood', 'people']",1756.0
598,"['india', 'farm', 'reform']",3010.0
599,"['joe', 'biden', 'good', 'india']",1756.0
600,"['taliban', 'hundred', 'fighter', 'panjshir', 'valley', 'afghanistan']",2107.0
601,"['bid', 'clash', 'ukraine', 'mull', 'hotline', 'force']",7022.0
602,"['china', 'wuhan', 'virus', 'day', 'ukraine', 'war']",7011.0
603,"['pakistan', 'war']",30095.0
604,"['armed', 'taliban', 'fighter', 'city', 'qalat', 'afghanistan']",2103.0
605,"['putin', 'sorry']",21033.0
606,['india'],1753.0
607,"['govt', 'afghanistan', 'collapse', 'taliban', 'control', 'kabul', 'afghanistan', 'ashraf', 'ghani']",2103.0
608,"['missile', 'system', 'saudi', 'arabia', 'updates']",2337.0
609,"['taliban', 'girl', 'fighter', 'wife']",1912.0
610,"['day', 'invasion', 'ukraine', 'russia']",7000.0
611,"['sanction', 'china', 'minority', 'travel', 'ban', 'act']",7000.0
612,"['india', 'validation', 'west']",872.0
613,"['report', 'think', 'tank', 'west', 'import', 'oil', 'russia', 'attack', 'ukraine']",20933.0
614,"['india', 'exercise', 'right', 'general', 'assembly', 'usa', 'direct']",2617.0
615,"['india', 'development', 'diplomacy', 'china', 'debt', 'trap']",1891.0
616,"['global', 'covid', 'case']",6933.0
617,"['amrullah', 'saleh', 'face', 'resistance']",2080.0
618,"['strange', 'radio', 'wave', 'heart', 'milky', 'way']",2596.0
619,"['twitter', 'ban', 'vaccine', 'scientist', 'account', 'misinformation']",4147.0
620,"['currency', 'rouble', 'rebound']",10350.0
621,"['norovirus', 'outbreak', 'wuhan', 'virus', 'resurgence']",1882.0
622,"['blue', 'helmet', 'congo', 'force', 'heart']",431.0
623,"['broadcast', 'taliban', 'responsibility', 'afghan', 'afghanistan']",2063.0
624,"['ties', 'washington', 'beijing', 'firm', 'china']",858.0
625,"['bolstering', 'ukraine', 'defence', 'attack', 'australia', 'aid']",6867.0
626,"['philippines', 'india', 'brahmos', 'missile']",4120.0
627,"['ukraine', 'india', 'reaction']",6867.0
628,"['wuhan', 'coronavirus', 'china', 'fact']",857.0
629,"['russiaukraine', 'conflict']",1711.0
630,"['russia', 'biolabs', 'ukraine']",6844.0
631,"['weapon', 'taliban', 'hand']",2050.0
632,"['air', 'india', 'tata', 'group', 'crore']",2562.0
633,"['india', 'freedom', 'report']",43786.0
634,"['russia', 'sanction', 'president', 'joe', 'biden']",6800.0
635,"['disowns', 'lab', 'coronavirus', 'conspiracy']",849.0
636,"['kim', 'jong', 'weight', 'loss', 'speculation']",1697.0
637,"['florida', 'law', 'firm', 'china', 'coronavirus']",849.0
638,"['plus', 'killing', 'money', 'business', 'private', 'armies']",4073.0
639,"['nepotism', 'debate', 'reignites', 'bollywood']",847.0
640,"['china', 'time', 'bomb', 'will', 'china', 'crisis']",2256.0
641,['era'],1692.0
642,"['taliban', 'push', 'panjshir', 'afghanistan']",2256.0
643,"['china', 'warns', 'virus']",1689.0
644,"['gun', 'terror', 'america']",28905.0
645,"['death', 'citizens', 'china', 'halt', 'belt', 'road', 'project']",1839.0
646,"['videos', 'horror', 'china']",4047.0
647,"['pakistan', 'prime', 'minister']",10117.0
648,"['india', 'bilawal', 'bhutto', 'kashmir', 'issue']",20200.0
649,"['uae', 'drone', 'attack', 'houthis', 'warn', 'attack', 'united', 'arab', 'emirates', 'pledge']",4040.0
650,"['mystery', 'havana', 'syndrome']",2013.0
651,"['tense', 'faceoff', 'war', 'game', 'sea', 'japan', 'navy', 'destroyer', 'naval', 'exercise']",2512.0
652,"['turkey', 'sweden', 'finland', 'nato', 'bid', 'international']",20100.0
653,"['putin', 'set', 'condition', 'ceasefire', 'russia', 'column', 'kyiv']",6700.0
654,"['china', 'dam', 'ticking', 'time', 'bomb', 'china', 'flood', 'three', 'gorges', 'dam']",1672.0
655,"['china', 'pakistan', 'citizen', 'terrorist']",1672.0
656,"['water', 'electricity', 'shortage', 'protest', 'thousand', 'road', 'gwadar']",3339.0
657,"['pod', 'ensures', 'death', 'minute']",3333.0
658,"['wideangle', 'india', 'war']",3339.0
659,"['warship', 'beijing', 'south', 'china', 'sea']",1818.0
660,"['president', 'joe', 'biden', 'oil', 'import', 'conflict']",6656.0
661,"['paris', 'attackers', 'family', 'proud', 'son', 'ali', 'hassan', 'pakistan']",1664.0
662,"['greece', 'role', 'model', 'covid', 'coronavirus']",832.0
663,"['speculations', 'kim', 'jongun', 'body']",831.0
664,"['coronavirus', 'china', 'firestorm']",831.0
665,"['ground', 'report', 'overtime', 'worker', 'japan']",28571.0
666,"['aircraft', 'enter', 'taiwanese', 'airspace']",28476.0
667,"['ukraine', 'attack', 'day', 'russian', 'kill', 'student']",6622.0
668,"['leader', 'modi', 'initiative', 'australia', 'modi', 'call', 'linkup']",828.0
669,"['japan', 'man', 'joker', 'passenger', 'tokyo', 'train']",2833.0
670,"['russia', 'warns', 'retaliation', 'west', 'accusation', 'blackmail']",19833.0
671,"['troop', 'poland', 'germany', 'bomber', 'belarus']",4950.0
672,"['conflict', 'state', 'cut', 'putin', 'international']",6600.0
673,"['united', 'states', 'woman', 'train', 'septa', 'rider']",2475.0
674,"['afghan', 'woman', 'officer', 'india']",412.0
675,"['satellite', 'buildup', 'ukraine']",4942.0
676,"['ukraine', 'diplomacy', 'shift', 'india']",9867.0
677,"['researcher', 'cause', 'blood', 'event', 'astrazeneca', 'covid']",1639.0
678,"['wave', 'india', 'month']",1967.0
679,"['how', 'system', 'work']",9833.0
680,"['investor', 'stock']",9817.0
681,"['china', 'waste', 'south', 'china', 'sea']",1785.0
682,"['girl', 'boris', 'johnson', 'partygate']",3927.0
683,"['halal', 'kosher', 'slaughter', 'greece']",2805.0
684,"['modi', 'coronavirus', 'pandemic', 'covid']",817.0
685,"['russia', 'sanction', 'president', 'joe', 'biden']",6522.0
686,"['viral', 'video', 'pak']",815.0
687,"['conflict', 'russia', 'kinzhal', 'dagger', 'missile', 'black', 'sea']",6522.0
688,"['epidemic', 'outbreak', 'china']",1631.0
689,"['pentagon', 'russia', 'ukraine', 'today', 'russia', 'plan', 'bidenputin', 'summit']",4892.0
690,"['covid', 'wuhan', 'lab', 'november']",1631.0
691,"['thailand', 'king', 'rama', 'king', 'wife', 'mistress']",1625.0
692,"['new', 'york', 'times', 'india', 'afghan', 'hindus', 'sikhs']",1950.0
693,"['underwater', 'volcano', 'erupts', 'pacific', 'island', 'nation', 'tonga']",3893.0
694,"['air', 'strike', 'iraq', 'syria', 'militia', 'group']",1767.0
695,"['museum', 'artefact']",3233.0
696,"['ukraine', 'troop', 'capital', 'kyiv', 'helicopter']",6456.0
697,"['joe', 'biden', 'jinping', 'ukraine', 'war']",6456.0
698,"['afghanistan', 'taliban', 'judge', 'jury', 'executioner']",2412.0
699,"['russia', 'pitch', 'ukraine', 'president', 'belarus', 'talk']",6422.0
700,"['tensions', 'rise', 'korean', 'peninsula', 'north', 'korea', 'issue', 'nuclear', 'threat']",9633.0
701,"['wuhan', 'coronavirus', 'how', 'china', 'war']",801.0
702,"['nato', 'troop', 'ukraine', 'russia']",4808.0
703,"['economic', 'turmoil', 'sri', 'lanka', 'oic', 'leader', 'pakistan']",6411.0
704,"['president', 'jinping', 'message', 'mongolian']",1603.0
705,"['afghanistan', 'slain', 'commander', 'ahmad', 'shah', 'massoud', 'tomb']",2133.0
706,"['justin', 'trudeau', 'mum', 'trucker', 'protest', 'ottawa']",4792.0
707,"['uae', 'tax']",4792.0
708,"['salima', 'mazari', 'arm', 'taliban', 'afghanistan']",1913.0
709,"['crisis', 'putin', 'russians', 'sanction']",6378.0
710,"['demonstrators', 'street', 'nato', 'demand', 'ukraineminsk', 'treaty']",4783.0
711,"['wuhan', 'virus', 'pandemic', 'audio', 'featuring', 'official', 'china', 'lapse']",1592.0
712,"['india', 'batch', 'missile']",1592.0
713,"['conflict', 'ukraine', 'status', 'russia', 'zelensky']",6367.0
714,"['hundreds', 'israeli', 'alaqsa', 'mosque']",1589.0
715,"['russia', 'announces', 'operation', 'ukraine', 'tension', 'climax']",6356.0
716,"['pilot', 'helicopter', 'city', 'palmyra']",317.0
717,"['israel', 'vaccine']",1727.0
718,"['china', 'batwoman']",792.0
719,"['pakistan', 'imran', 'khan', 'jet', 'game']",6333.0
720,"['bouncing', 'oil', 'price']",6322.0
721,"['donbas', 'rebel', 'republic', 'russia']",9483.0
722,"['meet', 'grace', 'healthcare', 'covid', 'celebrity', 'humanoid', 'robot', 'sophia', 'robot', 'nurse']",1575.0
723,"['upadhyay', 'zelensky', 'congress', 'weapon']",6300.0
724,"['will', 'russia', 'invade', 'finland']",18900.0
725,"['pakistan', 'minister', 'sanctionpakistan', 'trend']",1890.0
726,"['pakistan', 'bailout', 'saudi', 'arabia']",18867.0
727,"['iran', 'muscle', 'azerbaijan', 'border']",2358.0
728,"['wuhan', 'virus', 'lab', 'virologist']",1567.0
729,"['unrest', 'riots', 'south', 'africa']",1709.0
730,"['aircraft', 'strike', 'ukraine', 'antonov']",6256.0
731,"['russia', 'food', 'weapon', 'food']",18833.0
732,"['suez', 'canal', 'blockage', 'hour']",1558.0
733,"['ukraine', 'attack', 'russia', 'attack', 'kyiv', 'region', 'russiaukraine', 'conflict']",6233.0
734,"['kabul', 'hamid', 'karzai', 'international', 'airport', 'hkia', 'evacuation', 'afghanistan', 'taliban']",1870.0
735,"['conflict', 'image', 'force', 'capital', 'kyiv']",6233.0
736,"['russia', 'ukraine', 'invasion', 'ukrainians']",6222.0
737,"['road', 'troop']",6200.0
738,"['india', 'security', 'council']",1550.0
739,"['global', 'summit', 'deal', 'sand', 'west', 'asiathe', 'postpandemic', 'order']",1547.0
740,"['bank', 'payment', 'card', 'atms', 'sanctions', 'toll', 'russians']",6178.0
741,"['warship', 'alaska']",2059.0
742,"['did', 'america', 'block', 'transfer', 'fighter', 'jet']",6167.0
743,"['disaster', 'william', 'kate', 'caribbean']",9250.0
744,"['germany', 'warship', 'south', 'china', 'sea']",1847.0
745,"['ukraine', 'attack', 'day', 'intense', 'kharkiv', 'putin', 'nuke']",6156.0
746,"['canada', 'freedom', 'convoy', 'strength']",4608.0
747,"['ship', 'south', 'china', 'sea', 'tension', 'china']",1536.0
748,"['putin', 'india', 'corner']",3072.0
749,"['china', 'batwoman', 'resurfaces', 'break', 'silence', 'coronavirus']",767.0
750,"['pulse', 'weapon', 'emps']",3089.0
751,"['india', 'enters', 'china', 'sea', 'theatre', 'brahmos', 'vietnam']",44077.0
752,"['clamor', 'philippines', 'manila']",1533.0
753,"['jaishankar', 'criticism']",1533.0
754,"['beijing', 'evergrande', 'investor', 'cash']",2624.0
755,"['india', 'kashmir', 'era', 'tourism', 'boom', 'army', 'kashmir', 'tourism']",18367.0
756,"['india', 'message', 'china', 'business', 'beijing']",1531.0
757,"['vice', 'president', 'kamala', 'harris', 'warsaw', 'missile', 'system', 'poland']",6111.0
758,"['donald', 'trump', 'vladimir', 'putin', 'favor', 'international', 'top', 'headlines']",9167.0
759,"['will', 'china', 'habit', 'wuhan', 'coronavirus']",764.0
760,"['china', 'mystery', 'seed', 'country']",1528.0
761,"['conflict', 'govt', 'launch', 'mission', 'troop']",6111.0
762,"['food', 'future']",2619.0
763,"['saudi', 'arabian', 'man', 'crash', 'car', 'gate', 'mecca', 'grand', 'mosque']",1525.0
764,"['crisis', 'attack', 'russia', 'consequence', 'joe', 'biden']",6100.0
765,"['robot', 'baby', 'xenobots']",3050.0
766,"['aircraft', 'qatar', 'team', 'land', 'kabul', 'exits', 'afghanistan']",2030.0
767,"['champions', 'trophy', 'final', 'pakistan', 'stun', 'india', 'review', 'sports']",304.0
768,"['china', 'covid', 'policy', 'backfire', 'record', 'surge', 'covid', 'case', 'shanghai']",9117.0
769,"['pak', 'taliban', 'kashmir']",2026.0
770,"['delta', 'variant', 'china', 'virus', 'defence']",1817.0
771,"['berlin', 'gas', 'supply', 'euros', 'change', 'putin', 'tell', 'scholz']",9067.0
772,"['who', 'drug', 'trial', 'covid', 'coronavirus', 'vaccine']",756.0
773,"['intel', 'report', 'wagner', 'mercenary', 'kyiv', 'order', 'president', 'zelensky']",6044.0
774,['trends'],1511.0
775,"['china', 'campaign', 'taiwan']",2267.0
776,"['uniform', 'civil', 'code', 'india', 'ready']",39000.0
777,"['india', 'vaccine', 'producer']",1511.0
778,"['russia', 'flaunt', 'victory', 'day']",18067.0
779,"['invasion', 'how', 'china']",6022.0
780,"['france', 'citizen', 'pakistan']",1503.0
781,"['china', 'india', 'weapon', 'weapon']",3011.0
782,"['edition', 'evergrande', 'payment', 'china', 'crisis']",2254.0
783,"['swedenchina', 'tie', 'hostile']",750.0
784,"['ready', 'ttp', 'pak', 'govt', 'deal']",3000.0
785,"['china', 'strategy', 'taiwan']",4500.0
786,"['japan', 'planning', 'base', 'taiwan', 'attack', 'china']",3600.0
787,"['iran', 'alcohol', 'covid', 'cure', 'coronavirus', 'alert']",750.0
788,"['france', 'lyon', 'attacker', 'flees']",1500.0
789,"['trump', 'strike', 'syria']",299.0
790,"['war', 'wars', 'tensions', 'iran', 'israel', 'intensifies']",5989.0
791,"['turkey', 'water', 'supply', 'embassy']",1489.0
792,"['israel', 'hamas']",1489.0
793,"['planning', 'afghanistan']",1787.0
794,"['conflict', 'president', 'zelensky', 'modi', 'support']",5956.0
795,"['conflict', 'kharkiv', 'ukraine', 'northeast', 'battleground']",5956.0
796,"['bill', 'gates', 'microsoft', 'probe', 'affair', 'staffer']",1486.0
797,"['macron', 'flag']",2543.0
798,"['citizen', 'jinping', 'rule']",1780.0
799,"['taiwan', 'support']",1483.0
800,"['kuleba', 'russia', 'invasion', 'ukraine', 'shelling']",5922.0
801,"['joe', 'biden', 'putin', 'war', 'criminal']",5922.0
802,"['emergency', 'unsc', 'meeting', 'ukraine', 'security', 'council', 'resolution', 'russia']",5922.0
803,"['volodymyr', 'zelensky', 'strategy']",5911.0
804,"['china', 'russia']",5911.0
805,"['defence', 'china']",1475.0
806,"['new', 'iron', 'curtain', 'descends', 'russia']",5889.0
807,"['conflict', 'president', 'speaks', 'prez', 'vladimir', 'putin']",17667.0
808,"['dispatch', 'talk', 'chushul', 'indiachina', 'standoff']",1472.0
809,"['agent', 'iran', 'scientist', 'mohsen', 'fakhrizadeh', 'report']",1963.0
810,"['official', 'china', 'wuhan', 'coverup']",5878.0
811,"['biden', 'rating', 'tank', 'russia', 'tension']",5878.0
812,"['russia', 'spy', 'chief', 'india']",1959.0
813,"['china', 'muscle', 'south', 'china', 'sea']",733.0
814,"['citizen', 'baby']",5867.0
815,"['covid', 'wuhan', 'lab', 'wuhan', 'virology', 'lab', 'scanner', 'coronavirus', 'pandemic']",733.0
816,"['indiachina', 'standoff', 'dragon', 'retreat']",733.0
817,"['people', 'kabul', 'airport', 'blast', 'day', 'august', 'deadline']",1956.0
818,"['limeng', 'yan', 'upadhyay', 'wuhan', 'whistleblower']",1464.0
819,"['conflict', 'battle', 'kharkiv', 'rage', 'rocket', 'area']",5856.0
820,"['ambani', 'day', 'asia', 'man']",732.0
821,"['conflict', 'kalibr', 'cruise', 'missile', 'russia']",5856.0
822,"['taiwan', 'china', 'assault', 'taiwanchina', 'standoff']",1461.0
823,"['philippines', 'india', 'brahmos', 'missile']",1461.0
824,"['china', 'aggression', 'move']",731.0
825,"['new', 'wuhan', 'virus', 'ring', 'alarm', 'bell']",2922.0
826,"['embarrassment', 'pakistan', 'japan', 'pak', 'visit']",487.0
827,"['india', 'role', 'framework']",1461.0
828,"['china', 'rocket', 'launcher', 'india', 'border']",2500.0
829,"['human', 'trash', 'mars']",92000.0
830,"['zelenskyy', 'warns', 'attack', 'nato', 'soil', 'airstrike']",5833.0
831,"['quad', 'response', 'invasion', 'ukraine', 'india', 'kyiv', 'quad', 'agenda']",5822.0
832,"['conflict', 'support', 'pours', 'india', 'germany', 'others']",4358.0
833,"['volodymyr', 'zelensky', 'kyiv', 'ukraine', 'president', 'clarifies', 'russia', 'claim', 'country']",5811.0
834,"['vatican', 'office', 'asset']",1453.0
835,"['ukraine', 'direct', 'putin', 'join', 'force', 'nato', 'china', 'games', 'kick']",4350.0
836,"['troop', 'withdrawal', 'civilian']",1933.0
837,"['independence', 'day', 'shame', 'pakistan']",1740.0
838,"['china', 'provokes', 'skirmish', 'sikkim']",725.0
839,"['singer', 'sidhu', 'moose', 'wala', 'originals']",24857.0
840,"['conflict', 'kyiv', 'heavy', 'ukraine', 'international']",5789.0
841,"['afghanistan', 'turmoil', 'canada', 'troop', 'kabul']",1737.0
842,"['nasa', 'spacecraft', 'sun']",2894.0
843,"['right', 'violation', 'home']",8667.0
